x                       y                        z                        a                        b                        c                        degX                     degY                     degZ                     mf.Bx (T)                mf.By (T)                mf.Bz (T)
30                        30                       0                        40                       -40                      90                       0                        90                       0                        5.1067104094092454E-5    7.227936070953515E-6     -9.655763791509763E-6
-30                       30                       0                        40                       -40                      90                       0                        90                       0                        7.038142978185087E-6     2.6931437548197547E-5    -3.6133577495324796E-5
-90                       30                       0                        40                       -40                      90                       0                        90                       0                        -1.0037779046989515E-5   1.3553271530415716E-5    -1.9022712551090365E-5
90                        -30                      0                        40                       -40                      90                       0                        90                       0                        2.093296669509399E-5     -1.065602489619642E-5    8.783994787326112E-5
30                        -30                      0                        40                       -40                      90                       0                        90                       0                        1.0225983345868556E-4    5.656410409272256E-6     -3.7491496969698965E-5
-30                       -30                      0                        40                       -40                      90                       0                        90                       0                        1.8549971118414716E-7    1.3557435709372284E-5    -6.387153277014187E-5
-90                       -30                      0                        40                       -40                      90                       0                        90                       0                        -1.784120271725899E-5    2.6668536741799345E-6    -2.7681634967102425E-5
90                        -90                      0                        40                       -40                      90                       0                        90                       0                        2.715276067181426E-5     2.2302819197591887E-5    5.423004458681994E-5
30                        -90                      0                        40                       -40                      90                       0                        90                       0                        7.132362023262506E-5     -1.7423262272052626E-5   -2.839777902333948E-5
-30                       -90                      0                        40                       -40                      90                       0                        90                       0                        2.9853806344259014E-6    -2.6315693493833978E-5   -5.14915670046322E-5
-90                       -90                      0                        40                       -40                      90                       0                        90                       0                        -1.4163418992347487E-5   -1.2442943848224336E-5   -2.303637644637596E-5
90                        90                       0                        40                       -40                      100                      0                        -90                      0                        -1.2503634225548699E-5   1.007079643408727E-5     -8.282951138188148E-6
30                        90                       0                        40                       -40                      100                      0                        -90                      0                        -1.8578530774396952E-5   -2.7563317371485734E-6   2.4356108083204667E-6
-30                       90                       0                        40                       -40                      100                      0                        -90                      0                        -8.176217633528657E-6    -1.2059756279604182E-5   9.718116378786224E-6
-90                       90                       0                        40                       -40                      100                      0                        -90                      0                        1.4421246194523416E-6    -1.0557505177861807E-5   8.58201891835103E-6
90                        30                       0                        40                       -40                      100                      0                        -90                      0                        -1.8442843144245798E-5   2.0064341569812053E-5    -3.072341051995155E-5
30                        30                       0                        40                       -40                      100                      0                        -90                      0                        -4.2873240812452574E-5   -5.946107936757975E-6    8.09284714759856E-6
-30                       30                       0                        40                       -40                      100                      0                        -90                      0                        -9.229952048917325E-6    -2.089141433708851E-5    2.9557633876030653E-5
-90                       30                       0                        40                       -40                      100                      0                        -90                      0                        8.211195929268774E-6     -1.1710300146125132E-5   1.8355974926927874E-5
90                        -30                      0                        40                       -40                      100                      0                        -90                      0                        -2.8239443721470095E-5   5.939425311477387E-6     -6.066176899332875E-5
30                        -30                      0                        40                       -40                      100                      0                        -90                      0                        -6.739073179350678E-5    -2.224462402895973E-6    2.0738129072968653E-5
-30                       -30                      0                        40                       -40                      100                      0                        -90                      0                        -1.940030175333015E-6    -6.7451273529097745E-6   6.657956039639739E-5
-90                       -30                      0                        40                       -40                      100                      0                        -90                      0                        1.4734499958139136E-5    -2.3848040395084446E-6   2.7492813989063402E-5
90                        -90                      0                        40                       -40                      100                      0                        -90                      0                        -2.4117225274020564E-5   -2.1742604276940463E-5   -4.602462195932762E-5
30                        -90                      0                        40                       -40                      100                      0                        -90                      0                        -5.1250992563142055E-5   6.568213718844416E-6     1.2481797361459064E-5
-30                       -90                      0                        40                       -40                      100                      0                        -90                      0                        -7.3019906045158455E-6   1.97270558165871E-5      4.200517801535323E-5
-90                       -90                      0                        40                       -40                      100                      0                        -90                      0                        1.1076793815187357E-5    1.044729098322588E-5     2.20730006802992E-5
90                        90                       0                        40                       -40                      100                      0                        90                       0                        1.2503400811272974E-5    -1.009120566551606E-5    8.30107226149504E-6
30                        90                       0                        40                       -40                      100                      0                        90                       0                        1.8593411186455832E-5    2.7404965810209772E-6    -2.4219683458802973E-6
-30                       90                       0                        40                       -40                      100                      0                        90                       0                        8.19146030021438E-6      1.2057959565615547E-5    -9.716136056488179E-6
-90                       90                       0                        40                       -40                      100                      0                        90                       0                        -1.435257695315569E-6    1.0561267365004201E-5    -8.585041981829573E-6
90                        30                       0                        40                       -40                      100                      0                        90                       0                        1.843404123905157E-5     -2.008940560224728E-5    3.077889786310816E-5
30                        30                       0                        40                       -40                      100                      0                        90                       0                        4.291158060926159E-5     5.932497136008734E-6     -8.052601888373706E-6
-30                       30                       0                        40                       -40                      100                      0                        90                       0                        9.257082287171891E-6     2.08996115802609E-5      -2.9558430220840832E-5
-90                       30                       0                        40                       -40                      100                      0                        90                       0                        -8.205312193274952E-6    1.1718935009633668E-5    -1.8364829928427318E-5
90                        -30                      0                        40                       -40                      100                      0                        90                       0                        2.8236682288051712E-5    -5.917133911950028E-6    6.0736844816262176E-5
30                        -30                      0                        40                       -40                      100                      0                        90                       0                        6.744785561050413E-5     2.2508530835361855E-6    -2.069671851773822E-5
-30                       -30                      0                        40                       -40                      100                      0                        90                       0                        1.963277222683687E-6     6.766403259162815E-6     -6.660520392934648E-5
-90                       -30                      0                        40                       -40                      100                      0                        90                       0                        -1.4734507227885017E-5   2.3940162981452246E-6    -2.7509730817951234E-5
90                        -90                      0                        40                       -40                      100                      0                        90                       0                        2.4145870660772367E-5    2.1750001068844544E-5    4.595417908153E-5
30                        -90                      0                        40                       -40                      100                      0                        90                       0                        5.129959703869413E-5     -6.545257108314483E-6    -1.24864924615606E-5
-30                       -90                      0                        40                       -40                      100                      0                        90                       0                        7.3108306285788E-6       -1.9721784234812178E-5   -4.20370256620184E-5
-90                       -90                      0                        40                       -40                      100                      0                        90                       0                        -1.1081758037794615E-5   -1.044623326239216E-5    -2.209134030281122E-5
90                        90                       0                        40                       -40                      110                      0                        -90                      0                        -1.136590902455457E-5    9.305775264855927E-6     -7.995390743393026E-6
30                        90                       0                        40                       -40                      110                      0                        -90                      0                        -1.685979895925403E-5    -2.221281411442466E-6    1.8157701572687243E-6
-30                       90                       0                        40                       -40                      110                      0                        -90                      0                        -7.453125512033937E-6    -1.0490622478553772E-5   9.430519741773348E-6
-90                       90                       0                        40                       -40                      110                      0                        -90                      0                        6.531277135260293E-7     -9.271424526756928E-6    8.106423216383298E-6
90                        30                       0                        40                       -40                      110                      0                        -90                      0                        -1.9183753595270587E-5   1.4053987611389847E-5    -2.292867429067822E-5
30                        30                       0                        40                       -40                      110                      0                        -90                      0                        -3.505734985632394E-5    -4.027501359800227E-6    7.062874904019845E-6
-30                       30                       0                        40                       -40                      110                      0                        -90                      0                        -9.354630108640902E-6    -1.628841216262005E-5    2.768618821157815E-5
-90                       30                       0                        40                       -40                      110                      0                        -90                      0                        6.27148964651894E-6      -1.0343830397789115E-5   1.6878729168547658E-5
90                        -30                      0                        40                       -40                      110                      0                        -90                      0                        -2.15641339025902E-5     4.634612239802743E-6     -4.968268342980307E-5
30                        -30                      0                        40                       -40                      110                      0                        -90                      0                        -5.802625069942127E-5    -2.161357647171842E-6    1.563144370988177E-5
-30                       -30                      0                        40                       -40                      110                      0                        -90                      0                        -8.356857427753282E-6    -4.093321123090239E-6    4.776651925244595E-5
-90                       -30                      0                        40                       -40                      110                      0                        -90                      0                        1.1447557887265038E-5    -2.1459577616436356E-6   2.4861036487294338E-5
90                        -90                      0                        40                       -40                      110                      0                        -90                      0                        -1.9894618546457092E-5   -1.4743244763623694E-5   -3.235731948846352E-5
30                        -90                      0                        40                       -40                      110                      0                        -90                      0                        -4.242348966527012E-5    2.180944543069582E-6     2.7914363133789075E-6
-30                       -90                      0                        40                       -40                      110                      0                        -90                      0                        -7.908985465499425E-6    1.5168438300530636E-5    3.5242824186135585E-5
-90                       -90                      0                        40                       -40                      110                      0                        -90                      0                        8.294333626873336E-6     8.873385273917632E-6     2.0013006814455023E-5
90                        90                       0                        40                       -40                      110                      0                        90                       0                        1.134714055270554E-5     -9.295237285445943E-6    7.944453979913846E-6
30                        90                       0                        40                       -40                      110                      0                        90                       0                        1.6870185517053467E-5    2.2192276842667314E-6    -1.854995130784443E-6
-30                       90                       0                        40                       -40                      110                      0                        90                       0                        7.4055643570501885E-6    1.0473740036991423E-5    -9.443647208178981E-6
-90                       90                       0                        40                       -40                      110                      0                        90                       0                        -6.733685236227221E-7    9.245776041506227E-6     -8.105631953363559E-6
90                        30                       0                        40                       -40                      110                      0                        90                       0                        1.915279130657835E-5     -1.4058309542896937E-5   2.2840773197057342E-5
30                        30                       0                        40                       -40                      110                      0                        90                       0                        3.4733726045539236E-5    3.775574767704104E-6     -6.703585855326213E-6
-30                       30                       0                        40                       -40                      110                      0                        90                       0                        9.336074706963868E-6     1.6251109821910196E-5    -2.7666142916848402E-5
-90                       30                       0                        40                       -40                      110                      0                        90                       0                        -6.285973843239392E-6    1.0304390721093942E-5    -1.6862009500673654E-5
90                        -30                      0                        40                       -40                      110                      0                        90                       0                        2.1139352063575615E-5    -4.81253281993228E-6     4.967194491743163E-5
30                        -30                      0                        40                       -40                      110                      0                        90                       0                        5.796090691346199E-5     2.3084445312915704E-6    -1.5670712602548656E-5
-30                       -30                      0                        40                       -40                      110                      0                        90                       0                        8.268706366080912E-6     3.952929014366512E-6     -4.765431572746116E-5
-90                       -30                      0                        40                       -40                      110                      0                        90                       0                        -1.1450762132786318E-5   2.1060735188247762E-6    -2.481758999848673E-5
90                        -90                      0                        40                       -40                      110                      0                        90                       0                        1.977301871162163E-5     1.4673436847660774E-5    3.2347834114559954E-5
30                        -90                      0                        40                       -40                      110                      0                        90                       0                        3.7797010740882255E-5    -8.40359563873428E-6     -1.0493978926717773E-5
-30                       -90                      0                        40                       -40                      110                      0                        90                       0                        7.887646603395177E-6     -1.515384517762779E-5    -3.512913488493774E-5
-90                       -90                      0                        40                       -40                      110                      0                        90                       0                        -7.802735621588032E-6    -9.003418921891024E-6    -2.0039471870010225E-5
90                        90                       0                        40                       -30                      50                       0                        -90                      0                        -2.0110320841734666E-5   2.7436341791443644E-5    -1.2250889187119808E-5
30                        90                       0                        40                       -30                      50                       0                        -90                      0                        -3.8489803191715154E-5   -7.211126304200371E-6    2.951986837126941E-6
-30                       90                       0                        40                       -30                      50                       0                        -90                      0                        -8.76576703705078E-6     -2.9572465300566774E-5   1.3727808911228296E-5
-90                       90                       0                        40                       -30                      50                       0                        -90                      0                        5.980986791090702E-6     -1.8564189671415886E-5   8.568398944585129E-6
90                        30                       0                        40                       -30                      50                       0                        -90                      0                        -2.340708446117656E-5    9.488576248604485E-5     -9.272506604512438E-5
30                        30                       0                        40                       -30                      50                       0                        -90                      0                        -1.6384004832495645E-4   -5.989070571272995E-5    5.826556584173989E-5
-30                       30                       0                        40                       -30                      50                       0                        -90                      0                        2.2288054590665715E-5    -8.201792654786966E-5    7.402743184710726E-5
-90                       30                       0                        40                       -30                      50                       0                        -90                      0                        2.9113658463186534E-5    -2.5484699528628316E-5   2.0805593022759657E-5
90                        -30                      0                        40                       -30                      50                       0                        -90                      0                        9.787879903041337E-5     8.461372222589786E-7     -3.492950282382248E-4
30                        -30                      0                        40                       -30                      50                       0                        -90                      0                        -3.856908510744744E-4    -5.1494915302412875E-6   2.644438938935299E-4
-30                       -30                      0                        40                       -30                      50                       0                        -90                      0                        9.751719626898054E-5     -5.267182433774402E-7    1.743167747187421E-4
-90                       -30                      0                        40                       -30                      50                       0                        -90                      0                        4.6361405754923664E-5    1.4167230550932115E-6    3.2305246970605496E-5
90                        -90                      0                        40                       -30                      50                       0                        -90                      0                        -2.387871935686939E-5    -9.718725351816682E-5    -8.221280670778189E-5
30                        -90                      0                        40                       -30                      50                       0                        -90                      0                        -1.3807659461134757E-4   9.124254114481934E-5     1.0768269634938831E-4
-30                       -90                      0                        40                       -30                      50                       0                        -90                      0                        2.443822715450925E-5     7.394861737213715E-5     6.523193326047972E-5
-90                       -90                      0                        40                       -30                      50                       0                        -90                      0                        2.7291719131982553E-5    2.372015991931644E-5     2.1801818001901678E-5
90                        90                       0                        40                       -30                      50                       0                        90                       0                        2.0098676348621775E-5    -2.746130265191796E-5    1.2254583961941731E-5
30                        90                       0                        40                       -30                      50                       0                        90                       0                        3.850055069679607E-5     7.179195598155179E-6     -2.9477131750839814E-6
-30                       90                       0                        40                       -30                      50                       0                        90                       0                        8.78329914239201E-6      2.9561573501875103E-5    -1.3730775478761425E-5
-90                       90                       0                        40                       -30                      50                       0                        90                       0                        -5.972419228249594E-6    1.856306315248429E-5     -8.571819750948046E-6
90                        30                       0                        40                       -30                      50                       0                        90                       0                        2.3323065902465648E-5    -9.493102726161297E-5    9.276745919720126E-5
30                        30                       0                        40                       -30                      50                       0                        90                       0                        1.6391614214420836E-4    5.973404742638734E-5     -5.817400097224083E-5
-30                       30                       0                        40                       -30                      50                       0                        90                       0                        -2.2236863286870573E-5   8.200384028515914E-5     -7.403990241332931E-5
-90                       30                       0                        40                       -30                      50                       0                        90                       0                        -2.910083027502905E-5    2.5485176435817024E-5    -2.081508180033033E-5
90                        -30                      0                        40                       -30                      50                       0                        90                       0                        -9.803040192626195E-5    -7.394916701326715E-7    3.4927137611086924E-4
30                        -30                      0                        40                       -30                      50                       0                        90                       0                        3.8588522382885344E-4    5.263683438942084E-6     -2.6382887349486246E-4
-30                       -30                      0                        40                       -30                      50                       0                        90                       0                        -9.742514105849141E-5    5.277265967349853E-7     -1.7433534829744605E-4
-90                       -30                      0                        40                       -30                      50                       0                        90                       0                        -4.634865317418789E-5    -1.4123673478243143E-6   -3.2316889714416026E-5
90                        -90                      0                        40                       -30                      50                       0                        90                       0                        2.3858381480214362E-5    9.720360509900549E-5     8.215665230368095E-5
30                        -90                      0                        40                       -30                      50                       0                        90                       0                        1.3807134063762425E-4    -9.109580977637532E-5    -1.0764514078757514E-4
-30                       -90                      0                        40                       -30                      50                       0                        90                       0                        -2.4404117418132575E-5   -7.392096835183796E-5    -6.524279197398276E-5
-90                       -90                      0                        40                       -30                      50                       0                        90                       0                        -2.728284559318985E-5    -2.3714470663881096E-5   -2.1809660013263953E-5
90                        90                       0                        40                       -30                      60                       0                        -90                      0                        -1.7980776928289072E-5   2.4874185834618953E-5    -1.4062325905713998E-5
30                        90                       0                        40                       -30                      60                       0                        -90                      0                        -3.501514863935545E-5    -7.392286469020407E-6    4.197617241545658E-6
-30                       90                       0                        40                       -30                      60                       0                        -90                      0                        -9.168563518554103E-6    -2.6875960996631355E-5   1.4281113691149208E-5
-90                       90                       0                        40                       -30                      60                       0                        -90                      0                        5.030438811873594E-6     -1.70941097085562E-5     9.514600015247005E-6
90                        30                       0                        40                       -30                      60                       0                        -90                      0                        -2.740134231953611E-5    5.900932432060873E-5     -6.04554024393549E-5
30                        30                       0                        40                       -30                      60                       0                        -90                      0                        -1.2997219371823287E-4   -4.019933202591326E-5    5.195456471323223E-5
-30                       30                       0                        40                       -30                      60                       0                        -90                      0                        8.287547444881037E-6     -5.971799143234072E-5    5.9391725026322725E-5
-90                       30                       0                        40                       -30                      60                       0                        -90                      0                        2.2990922945943292E-5    -2.1549034083462977E-5   2.2917472518579786E-5
90                        -30                      0                        40                       -30                      60                       0                        -90                      0                        1.4055037417344681E-5    2.240704866861851E-6     -2.2706966516712742E-4
30                        -30                      0                        40                       -30                      60                       0                        -90                      0                        -2.6718426758392134E-4   -4.67073738023491E-6     1.3621302463516353E-4
-30                       -30                      0                        40                       -30                      60                       0                        -90                      0                        5.5024860603690505E-5    -1.2635576613465082E-6   1.473467213775303E-4
-90                       -30                      0                        40                       -30                      60                       0                        -90                      0                        4.0367084234228637E-5    -3.2209842109362334E-8   3.3378771189017435E-5
90                        -90                      0                        40                       -30                      60                       0                        -90                      0                        -2.2141886192227352E-5   -6.89610466432075E-5     -9.092073196063379E-5
30                        -90                      0                        40                       -30                      60                       0                        -90                      0                        -1.1710851343076437E-4   3.0069523994185146E-5    3.283323379907625E-5
-30                       -90                      0                        40                       -30                      60                       0                        -90                      0                        9.692621771145497E-6     6.365175698109745E-5     7.019519401229687E-5
-90                       -90                      0                        40                       -30                      60                       0                        -90                      0                        2.4199628245024014E-5    2.1834315290896806E-5    2.3071697906838562E-5
90                        90                       0                        40                       -30                      60                       0                        90                       0                        1.798772534321879E-5     -2.4909756470149693E-5   1.4111423243364646E-5
30                        90                       0                        40                       -30                      60                       0                        90                       0                        3.5058321369907535E-5    7.387775314253698E-6     -4.159204615170521E-6
-30                       90                       0                        40                       -30                      60                       0                        90                       0                        9.191234787907866E-6     2.6904994740206125E-5    -1.4272412012176588E-5
-90                       90                       0                        40                       -30                      60                       0                        90                       0                        -5.029050201145004E-6    1.7115802758097735E-5    -9.514478061673653E-6
90                        30                       0                        40                       -30                      60                       0                        90                       0                        2.7420267430098118E-5    -5.902023181913107E-5    6.057766525152685E-5
30                        30                       0                        40                       -30                      60                       0                        90                       0                        1.3013259794500008E-4    4.031848277572279E-5     -5.187946743052214E-5
-30                       30                       0                        40                       -30                      60                       0                        90                       0                        -8.286533820145458E-6    5.983231195751858E-5     -5.9413628489034926E-5
-90                       30                       0                        40                       -30                      60                       0                        90                       0                        -2.3015081618738707E-5   2.1589806375633468E-5    -2.2929689841157424E-5
90                        -30                      0                        40                       -30                      60                       0                        90                       0                        -1.3954788288285717E-5   -2.136054158802681E-6    2.2725611412060013E-4
30                        -30                      0                        40                       -30                      60                       0                        90                       0                        2.6742396072879646E-4    4.877460846345108E-6     -1.3680673777511667E-4
-30                       -30                      0                        40                       -30                      60                       0                        90                       0                        -5.518644467720395E-5    1.342512101145765E-6     -1.4754004089703162E-4
-90                       -30                      0                        40                       -30                      60                       0                        90                       0                        -4.043532407190691E-5    5.133333519667443E-8     -3.3410845411329016E-5
90                        -90                      0                        40                       -30                      60                       0                        90                       0                        2.22554080935869E-5      6.898727972860894E-5     9.094786167639925E-5
30                        -90                      0                        40                       -30                      60                       0                        90                       0                        1.1721524600787092E-4    -3.025625934613657E-5    -3.303812335771889E-5
-30                       -90                      0                        40                       -30                      60                       0                        90                       0                        -9.787335286080942E-6    -6.375817473580026E-5    -7.031338749606599E-5
-90                       -90                      0                        40                       -30                      60                       0                        90                       0                        -2.4256417491219407E-5   -2.185831472698707E-5    -2.3098754146662658E-5
90                        90                       0                        40                       -30                      70                       0                        -90                      0                        -1.7319003544821542E-5   2.0754404796461323E-5    -1.2426838423556831E-5
30                        90                       0                        40                       -30                      70                       0                        -90                      0                        -3.121761498272311E-5    -6.43507635438717E-6     4.5191459799378566E-6
-30                       90                       0                        40                       -30                      70                       0                        -90                      0                        -1.2107006641782703E-5   -2.2250773238858138E-5   1.3744272985088902E-5
-90                       90                       0                        40                       -30                      70                       0                        -90                      0                        4.4443797917038795E-6    -1.5519780678620217E-5   9.795844953060655E-6
90                        30                       0                        40                       -30                      70                       0                        -90                      0                        -2.5705647751320544E-5   5.061141324009296E-5     -6.582997496985227E-5
30                        30                       0                        40                       -30                      70                       0                        -90                      0                        -9.614548141653224E-5    -2.0187873888279308E-5   2.0360536707400285E-5
-30                       30                       0                        40                       -30                      70                       0                        -90                      0                        3.824362466331536E-6     -4.7555397939357825E-5   5.413969114364723E-5
-90                       30                       0                        40                       -30                      70                       0                        -90                      0                        1.9849003310826744E-5    -1.8395487707656676E-5   2.227430713558828E-5
90                        -30                      0                        40                       -30                      70                       0                        -90                      0                        -1.2665927899979266E-5   -2.757747446064068E-6    -1.695127179009246E-4
30                        -30                      0                        40                       -30                      70                       0                        -90                      0                        -1.8023654890693413E-4   9.499826181782437E-6     9.624669424954876E-5
-30                       -30                      0                        40                       -30                      70                       0                        -90                      0                        3.3922293887853294E-5    1.4591870669156289E-6    1.0642754517091601E-4
-90                       -30                      0                        40                       -30                      70                       0                        -90                      0                        3.162771870296968E-5     3.388609289398203E-8     3.333050157322631E-5
